index	name	color
5004	vdc-lh-ventraldc	#1845dc
5005	vent-lh-inferior-lateral-ventricle	#cbe55e
5006	vent-lh-lateral-ventricle	#3edbd5
5007	vent-mid-fourth-ventricle	#0cd63b
5008	vent-mid-third-ventricle	#7fc484
5009	wm-mid-cc-anterior	#107000
5010	wm-mid-cc-central	#cf89fc
5011	wm-mid-cc-mid-anterior	#3811d6
5012	wm-mid-cc-mid-posterior	#2d2327
5013	wm-mid-cc-posterior	#0ee3b4
